pdf_file,csv_paper,csv_rating,scan_candidate,match_tier,pattern_name,page,context_snippet
Halder et al. - 2023 - Development of zero-noise extrapolated projective quantum algorithm for accurate evaluation of molec.pdf,Halder et al.,yes,partial,weak,limitation-mention,2,"nt quantum hardware. However, the currently would require a quantum device with an exorbitant number of available quantum devices suffer from various limitations in the actual qubits. For example, the surface code18–20 requires O(d2) formofpoorgatefidelity,statepreparationandmeasurementerrors physical qubits"
Halder et al. - 2023 - Development of zero-noise extrapolated projective quantum algorithm for accurate evaluation of molec.pdf,Halder et al.,yes,partial,weak,limitation-mention,3,"veremedytocircumventthese ware does not support adaptive rectification. Apart from these constraintswhilemaintainingVQE’srobustness.Adetailedanalysis limitations, a variety of QEC methods rely on the exact char- oftheadvantagesofPQE(alongwithitsperformanceundernoise) acterization of the noise associated with"
Henao et al. - 2023 - Adaptive quantum error mitigation using pulse-based inverse evolutions.pdf,Henao et al.,yes,yes,strong,degradation,2,"oise accumulates in circuits of increasing size. In this work, U :¼UðTÞ is the unitary associated with the noise-free target instead of analyzing the degradation of statistical precision, our circuit. focus is on the accuracy of error mitigation. We obtain upper OurbasicapproximationisthetruncationoftheMagnusseri"
Henao et al. - 2023 - Adaptive quantum error mitigation using pulse-based inverse evolutions.pdf,Henao et al.,yes,yes,weak,limitation-mention,2,"stheimpactofnoiseandisgivenby correct inversion ofthetarget circuit is still crucial inthis limit. Z T Recently, important results on the fundamental limitations of Ω ðTÞ¼ dtUyðtÞLðtÞUðtÞ; (3) 1 QEMprotocolshavebeenobtained36,37.Thesestudiesaddressthe 0 degradationinthestatisticalprecisionofgenericQEMschemes,"
Henao et al. - 2023 - Adaptive quantum error mitigation using pulse-based inverse evolutions.pdf,Henao et al.,yes,yes,weak,challenge-mention,8,"these M and topology. While achieving a low accumulated noise in big samplingoverheadsarequitemoderateanddonotrepresentan circuits is technologically challenging, if this condition is met the obstacle for scalable error mitigation. In addition, we show in KIKmethodandtheresourcesthatitrequiresareagnostictot"
Hicks et al. - 2022 - Active readout-error mitigation.pdf,Hicks et al.,yes,yes,strong,infeasible,1,"technical require- the measured physical quantities that correspond to the |0i and |1i states. Readout errors can be significant and ments which are infeasible for near-term devices [30, 31]. Moreover, unless all components of a computation are even dominate the error budget for relatively shallow implemente"
Hicks et al. - 2022 - Active readout-error mitigation.pdf,Hicks et al.,yes,yes,weak,limitation-mention,2,"ls. In Section V, we demonstrate the experi- Activereadouterrormitigationovercomesbothofthese mental performance of our strategy on a superconducting limitations by effectively reducing the readout error q quantum computer. In Section VI, we conclude with a on a shot-by-shot basis. The main idea is to take a"
Hicks et al. - 2022 - Active readout-error mitigation.pdf,Hicks et al.,yes,yes,weak,limitation-mention,8,"ed for the readout encoding. Looking forward, we V. EXPERIMENTAL DEMONSTRATION envision that improvements in hardware connectivity will overcome this limitation. For example, one may consider designing a two-dimensional device with two sublattices This section demonstrates the experimental perfor- of qubits:"
Hicks et al. - 2022 - Active readout-error mitigation.pdf,Hicks et al.,yes,yes,weak,failure-mention,5,"polarizing two-qubit code. This implies that the three-qubit en- errors with rate (cid:15) applied after each cnot gate (Eq. 4), coding is subject to failure under the same number of and(ii)symmetricreadouterrorsoneachqubitwithrate individual gate errors, as we confirm by direct examina- q. We implement th"
Hicks et al. - 2022 - Active readout-error mitigation.pdf,Hicks et al.,yes,yes,weak,challenge-mention,1,", USA 2Physics Division, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA (Dated: September 9, 2022) Mitigating errors is a significant challenge for near term quantum computers. One of the most important sources of errors is related to the readout of the quantum state into a classical bit str"
Hicks et al. - 2022 - Active readout-error mitigation.pdf,Hicks et al.,yes,yes,weak,tradeoff-mention,2,"tely before readout into a multi-qubit logical state, as exemplified in Fig. 1. A general feature of this strategy is =Var[t 0]+q[1−2p(1−p)]+O(q2), a tradeoff between suppressing readout noise and intro- where we have used that Cov[m 0 ,m 1] = −m 0 m 1 for a ducing errors during the encoding circuit. Our st"
Hicks et al. - 2022 - Active readout-error mitigation.pdf,Hicks et al.,yes,yes,weak,tradeoff-mention,5,"id:17) while single bit-flip errors can be corrected by taking ≈(1−p)−3 +q2 (1−2p), the “majority vote” among the three qubits. To under- 4 stand the tradeoffs between error detection and detec- tion, we analyze the three-qubit encoding circuit under characterizedbyaneffectiveerrorrate,qcor ≈3((cid:15)/4+q2"
Hicks et al. - 2022 - Active readout-error mitigation.pdf,Hicks et al.,yes,yes,weak,tradeoff-mention,9,"eir analysis and proposed implementations. More specifically, we introduced two forms of encoding (therepetitioncodeandtheHammingcode)andanalyzed the tradeoffs between error detection and error correc- CODE AND DATA tion. Which scheme gives the optimal results depends on the criteria that are most important"
Hicks et al. - 2022 - Active readout-error mitigation.pdf,Hicks et al.,yes,yes,weak,worse-mention,15,"s reduced circuit has the q4: 0 | i same scaling with respect to readout errors as the full q0: 0 circuit. However, the simplified circuit exhibits a worse | i performance with respect to gate errors; in particular, we FIG. 15. Reduced circuit for encoding the Hamming (8,4) find α=3/4. The explanation fo"
Hilder et al. - 2022 - Fault-Tolerant Parity Readout on a Shuttling-Based Trapped-Ion Quantum Computer.pdf,Hilder et al.,partial,yes,strong,degradation,6,"eaklyexcitedtransversemotion. However, a presumed residual coupling to the strongly excited axial motion still leads to observable shuttling- induced degradation of the readout efficiency. Readout errors are separately characterized by initializing all qubits in computational states j0i (dark readout) or j1i (bri"
Hilder et al. - 2022 - Fault-Tolerant Parity Readout on a Shuttling-Based Trapped-Ion Quantum Computer.pdf,Hilder et al.,partial,yes,weak,failure-mention,3,"“correction” II. SHUTTLING-BASED TRAPPED-ION X 5,wouldnotremovetheerror,butratherresultinalogical PLATFORM bit-flip error X L ¼X 3 X 4 X 5 and thus a failure of the QEC Quantum computer platforms based on trapped atomic cycle.Thisexampleshowsthenecessityofconstructionsand ionsarrangedasstaticlinearregister"
Hirasaki et al. - 2023 - Detection of temporal fluctuation in superconducting qubits for quantum error mitigation.pdf,Saki et al.,yes,no,none,,,
Hour et al. - 2024 - Improving Zero-noise Extrapolation for Quantum-gate Error Mitigation using a Noise-aware Folding Met.pdf,Hour et al.,partial,partial,weak,limitation-mention,12,"g measured in the state |1⟩. owing to the connectivity constraints, this circuit is not easily executable on quan- tum computers. Accommodating these limitations in quantum computer connectivity becomes increasingly complex with the increasing number of qubits. Foreachnoisemodel,weranthequantumcircuitwithdiff"
Hour et al. - 2024 - Improving Zero-noise Extrapolation for Quantum-gate Error Mitigation using a Noise-aware Folding Met.pdf,Hour et al.,partial,partial,weak,limitation-mention,12,"elations before executing the quantum circuit at the compilation level. Given the complexity of our benchmark circuit (Figure 3) and the connectivity limitations of the quantum com- puter, we must introduce numerous SWAP gates as the number of qubits increases. To avoid this problem and ensure a fair comparis"
Hour et al. - 2024 - Improving Zero-noise Extrapolation for Quantum-gate Error Mitigation using a Noise-aware Folding Met.pdf,Hour et al.,partial,partial,weak,challenge-mention,3,"usexperimentsacrossvariousfull-noisemodelsandrealquantum computers, showcasing the method’s consistent performance in simulations, high- lighting the challenges of scaling to larger circuits, and emphasizing the disparity between simulated and real quantum computer executions. The remainder of this paper is"
Hour et al. - 2024 - Improving Zero-noise Extrapolation for Quantum-gate Error Mitigation using a Noise-aware Folding Met.pdf,Hour et al.,partial,partial,weak,challenge-mention,17,"challengedbyscalingtolargercircuits,necessitatingfurtherexplorationandoptimiza- tion to broaden its applicability. Further refinements and adaptations are ess"
Hour et al. - 2024 - Improving Zero-noise Extrapolation for Quantum-gate Error Mitigation using a Noise-aware Folding Met.pdf,Hour et al.,partial,partial,weak,challenge-mention,17,owards realizing error-free quantum computations. Acknowledgments. This research was partly supported by Quantum Computing based on Quantum Advantage challenge research (RS-2023-00257994) through the National Research Foundation of Korea(NRF) funded by the Korean government (MSIT)andInstituteforInformation&
Hour et al. - 2024 - Improving Zero-noise Extrapolation for Quantum-gate Error Mitigation using a Noise-aware Folding Met.pdf,Hour et al.,partial,partial,weak,challenge-mention,20,"i, C.: Quantum computing–a european perspective. PRACE-6IP TR (2021) [7] Jyothi Ahuja, N., Dutt, S.: Implications of quantum science on industry 4.0: Challenges and opportunities. Quantum and Blockchain for Modern Comput- ing Systems: Vision and Advancements: Quantum and Blockchain Technologies: Current Tre"
Hour et al. - 2024 - Improving Zero-noise Extrapolation for Quantum-gate Error Mitigation using a Noise-aware Folding Met.pdf,Hour et al.,partial,partial,weak,challenge-mention,20,"pportunities. Quantum and Blockchain for Modern Comput- ing Systems: Vision and Advancements: Quantum and Blockchain Technologies: Current Trends and Challenges, 183–204 (2022) [8] Qin, D., Xu, X., Li, Y.: An overview of quantum error mitigation formulas. Chinese Physics B (2022) [9] VanDenBerg,E.,Minev,Z.K"
Hour et al. - 2024 - Improving Zero-noise Extrapolation for Quantum-gate Error Mitigation using a Noise-aware Folding Met.pdf,Hour et al.,partial,partial,weak,challenge-mention,21,"ndEngineering(QCE),vol.2,pp. 207–210 (2023). IEEE [28] Bruzewicz,C.D.,Chiaverini,J.,McConnell,R.,Sage,J.M.:Trapped-ionquantum computing: Progress and challenges. Applied Physics Reviews 6(2) (2019) [29] Chen,I.-C.,Burdick,B.,Yao,Y.,Orth,P.P.,Iadecola,T.:Error-mitigatedsimula- tionofquantummany-bodyscarsonqu"
Hour et al. - 2024 - Improving Zero-noise Extrapolation for Quantum-gate Error Mitigation using a Noise-aware Folding Met.pdf,Hour et al.,partial,partial,weak,tradeoff-mention,2,"come available by the 2030s [6, 7]. In the meantime, QC systems employ QEM methods, often requir- ing additional quantum and classical resources as a trade-off to enhance QC output fidelity. Numerous QEM techniques for reducing diverse sources of error in QC have been proposed [8]: probabilistic error cancel"
Hour et al. - 2024 - Improving Zero-noise Extrapolation for Quantum-gate Error Mitigation using a Noise-aware Folding Met.pdf,Hour et al.,partial,partial,weak,tradeoff-mention,16,"ment in results we observe using linear fit sets it apart from other extrapo- lation models. However, utilizing zero-noise extrapolation comes with a trade-off of executingmorequantumcircuits,typicallyrangingfrom2xto5xtheoriginalamount, depending on the number of λ values desired by the user. Moreover, while"
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,strong,limitation-stated,11,k) follows the Poisson eral approaches using unitary folding can obtain an arbitrary distributionwithprobability[262] real scaling factor [284]. The limitation of identify insertion µk methodisthattheamplifiederrorratemayarbitrarilydeviate p =e−µ . (20) k k! from the desired one [291]. Given a self-adjoint nois
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,limitation-mention,5,"hat 420 while, the algorithmic approaches also needs to be further qubitsQAOAwouldbesufficientforquantumcomputational developed to relax the hardware limitation, such as reduc- supremacy [152]. Furthermore, it was proven that classical ing the number of qubits [69, 73, 105, 130–135] and circuit Goemans-Willia"
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,limitation-mention,9,"gate error εN if we assume Q = 1 + O(ε) for and is quite costly. If only specific types of noise are con- n stochastic noise process [141]. This sets limitations on the sidered,therearesomemoreefficientcharacterizationproto-"
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,limitation-mention,10,"gate-based quantum circuits with the gate- yielded by Tailor expansion when the error rate is low. This independent Markovian noise. To overcome this limitation, estimation is slightly coarse. More refined models, such as the stochastic QEM method [281] is proposed to extend the exponentialandpoly-exponential"
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,limitation-mention,11,k) follows the Poisson eral approaches using unitary folding can obtain an arbitrary distributionwithprobability[262] real scaling factor [284]. The limitation of identify insertion µk methodisthattheamplifiederrorratemayarbitrarilydeviate p =e−µ . (20) k k! from the desired one [291]. Given a self-adjoint n
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,limitation-mention,15,"- inthe|0(cid:105)statebyP . 0 rationerror. Givenanerror-freestate|ψ 0 (cid:105)(cid:104)ψ 0 |,thenoisyout- The VD (or ESD) scheme is subject to some limitations. putstateρcanbeexpressedviathespectraldecomposition First, the coherent dismatch between the target pure state |ψ (cid:105)(cid:104)ψ | and the domi"
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,challenge-mention,2,"oncepts, architectures and applications of VQAs, vantages that can be applied to significant applications such and then discuss the opportunities and challenges for future aschemistry[46,47]andmachinelearning[48–61],andthey industrialapplicationsorscientificresearch. alsoprovideacontinuouspathfortheadvancem"
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,challenge-mention,2,"cificcostfunction. Thus,thebasic reader rapidly understand the specifics. We also discuss the components of VQAs include cost function, PQC and opti- challenges and opportunities, and offer some insights on po- mizationalgorithms,asshowninFig.2. tentialfutureadvances. 1. Costfunction Benchmarking Variationa"
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,challenge-mention,8,"the incompatibility with backpropagation 1. StandardPECwithdiscretegate-basedcircuits and the cost of a large number of measurements, posing a great challenge to the large-scale development of VQAs. Quasi-probabilitydecompositionofinversenoisemodel. SomeapproachestrytousemultipleQPUsforparalleltrain- Suppo"
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,challenge-mention,8,"ANTUMERRORMITIGATION (cid:88) (cid:104)O(cid:105) = q Tr[B ◦E ◦U(ρ)] PEC k k InthecontextofcurrentNISQdevices,theimpactofnoise k remains the greatest challenge for the practical applications (10) [6]. Although quantum error correction (QEC) promises to =Q (cid:88) sgn(q ) |q k | Tr[B ◦E ◦U(ρ)], E k Q k enab"
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,challenge-mention,14,"osenqubits est response matirx can be amplified through simply inversion, before measurements and offsets the effect of Xˆ gates using similar to the challenges faced in high-energy physics. Un- classicalpost-processing. Thisleadstoasymmetrizedeffec- folding methods are thus introduced to readout error miti"
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,disadvantage-mention,28,ix times a vector of size 4. andthencomputethedotproductbetween|ψ(cid:105)andPˆ|ψ(cid:105). The TheoverallfloatingnumberoperationsinAlgorithm.1isthus disadvantage is that one has to use an additional copy of the O(4×2n). At the same time one needs to fetch all the el- quantum state to store the intermediate sta
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,tradeoff-mention,15,"cientlypredictmany em Tr(ρM) (1−λ)M +λMTr(ρM) err different properties, in particular linear functions. Consid- ≈(cid:104)ψ|Oψ(cid:105)+O(λM) ering a trade-off between qubits (and controlled gates) and (42) measurementsoverhead,manymethodsimplementtheVD(or whereO(λM)istheapproximationerrorwhichdecaysexpo- ES"
"Huang et al. - 2023 - Near-Term Quantum Computing Techniques Variational Quantum Algorithms, Error Mitigation, Circuit Co.pdf",Huang et al.,yes,yes,weak,tradeoff-mention,44,"011). [385] J. Jiang, X. Sun, S.-H. Teng, B. Wu, K. Wu, and J. Zhang, [406] R.Wille,O.Keszocze,M.Walter,P.Rohrs,A.Chattopadhyay, “Optimal space-depth trade-off of cnot circuits in quantum andR.Drechsler,in201621stAsiaandSouthPacificDesign logicsynthesis,”inProceedingsofthe2020ACM-SIAMSym- AutomationConferenc"
Jin et al. - 2025 - Noisy probabilistic error cancellation and generalized physical implementability.pdf,Jin et al.,partial,no,none,,,
Jnane et al. - 2024 - Quantum Error Mitigated Classical Shadows.pdf,Jnane et al.,partial,partial,weak,limitation-mention,9,"on application areas where these coherent techniques are ξ ≈0.26 (dashed blue(cid:8)versus dashed red), which is the prohibitive due to circuit-depth limitations, e.g., due to expected number ξ = k p k of errors in the full circuit non-negligible logical error rates expected in early fault- as explained in Se"
Jnane et al. - 2024 - Quantum Error Mitigated Classical Shadows.pdf,Jnane et al.,partial,partial,weak,failure-mention,15,"inLemma2isverypessimistic.Sim- measurements that we want to accurately predict with at ilar, constant factor looseness of the bounds was already most failure probability δ, we need for each individual observedforconventionalshadows[21],howeverthedis- measurement exp(−K/8)≤δ/M. Thus the choice K = crepancy"
Jnane et al. - 2024 - Quantum Error Mitigated Classical Shadows.pdf,Jnane et al.,partial,partial,weak,challenge-mention,1,"sthatwillsignificantlybenefitfromourtechniques. DOI:10.1103/PRXQuantum.5.010324 I.INTRODUCTION solution, implementing it poses an extreme engineering challenge [12]. It is generally expected that some form of Quantum computers are developing rapidly and can early practical quantum advantage just beyond the"
Jnane et al. - 2024 - Quantum Error Mitigated Classical Shadows.pdf,Jnane et al.,partial,partial,weak,challenge-mention,1,"easurement process—a key theory [6], quantum gravity [7], or drug development and subroutineinquantumcomputing. materialsscience[8–11]. Another major challenge is that near-term quantum Quantum computers are highly vulnerable to noise and algorithms typically require an extreme number of circuit whilequantu"
Jnane et al. - 2024 - Quantum Error Mitigated Classical Shadows.pdf,Jnane et al.,partial,partial,weak,challenge-mention,4,"atingstate-preparationerrors,ourmathematicaltheorems [49] will quantify the sample complexity of the latter, while Indeed a considerable experimental challenge is posed we demonstrate in numerical simulations that it is indeed by the possible drift of the error models over time which straightforward to comb"
Jose and Simeone - 2022 - Error-Mitigation-Aided Optimization of Parameterized Quantum Circuits Convergence Analysis.pdf,Jose & Simeone,yes,partial,weak,tradeoff-mention,19,"20-05-11-263. [38] Y.Xiong,S.X.Ng,andL.Hanzo,“Theaccuracyvs.samplingoverhead [21] S. Wang et al., “Noise-induced barren plateaus in variational quan- trade-offinquantumerrormitigationusingMonteCarlo-basedchannelin- tumalgorithms,”NatureCommun.,vol.12,no.1,2021,Art.no.6961, version,”IEEETrans.Commun.,vol.70,n"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,strong,degradation,9,"ough output fidelity or quantum volume benchmarks. Scalability assesses how well circuits can expand with increasing qubit counts without exponential degradation in performance. Resource efficiency evaluates gate count, circuit depth, and qubit utilization relative to computation accuracy. Together, these metrics"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,strong,infeasible,19,"ng as a critical area. Given the complexity of quantum circuits and the sensitivity to backend conditions, manual testing and tuning are increasingly infeasible. Automated pipelines that integrate transpilation optimization, error mitigation, and hybrid loop orchestration reduce human intervention, ensure rep"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,limitation-mention,4,"amping, and depolarizing noise—characterize the stochastic fluctuations that affect quantum computations. Understanding and mitigating these hardware limitations is crucial for software engineers developing quantum algorithms, as algorithmic efficiency is constrained not only by logic but by hardware physics."
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,limitation-mention,7,"that reduce latency between classical and quantum subsystems. The hybrid approach ensures scalability and resilience against current quantum hardware limitations, making practical quantum computing viable even in the Noisy Intermediate-Scale Quantum (NISQ) era. In sum, IBM’s quantum ecosystem integrates every"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,limitation-mention,12,"superconducting platforms—ranging from Eagle to Osprey and the upcoming Condor—demonstrate consistent progress in improving error rates, but physical limitations continue to impose constraints on circuit complexity and execution fidelity. Noise sources in IBM Quantum systems primarily arise from decoherence,"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,limitation-mention,15,"bridge between today’s noisy quantum hardware and classical computational resources, enabling meaningful algorithm execution despite current quantum limitations. Unlike purely quantum algorithms, which attempt to solve problems entirely within the quantum domain, hybrid approaches offload iterative or optimi"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,limitation-mention,19,"oyments. Challenges and Future Directions The road ahead for quantum software engineering involves overcoming scalability issues and quantum resource limitations. Current superconducting qubit architectures, despite rapid growth in qubit counts, remain constrained by coherence times, gate fidelity, and connec"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,failure-mention,18,"m in software, and log metadata for reproducibility and auditing. Ensuring that such errors are systematically addressed reduces risks of algorithmic failure, particularly in sensitive applications such as chemistry simulations, optimization problems, and cryptographic computations. Data privacy considerat"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,3,"tware applications. However, despite rapid progress, developing quantum algorithms for IBM’s superconducting qubit architectures presents significant challenges. The most pressing include qubit decoherence, gate infidelity, and quantum noise, which degrade computation accuracy and limit circuit depth. Debug"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,3,"ware Engineering within the context of IBM Quantum systems. It seeks to define the conceptual and methodological foundations of QSE, identify current challenges in algorithm design and debugging, and present structured approaches for software lifecycle management in quantum environments. The paper also aims"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,4,"bilistic element that must be statistically interpreted. Together, these principles define a non-deterministic computational model that fundamentally challenges traditional programming paradigms. Different physical realizations of qubits exist—trapped ions, photonic qubits, and superconducting circuits—each"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,8,quantum algorithms can be ported across different hardware generations with minimal redesign. Debugging and testing present some of the most complex challenges in quantum software engineering. Traditional debugging methods—such as inspecting intermediate variables or step-by-step execution—are impossible d
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,10,"hm alternates between an oracle operation that marks the target state and a diffusion operator that amplifies its probability amplitude. However, the challenge of executing Grover’s algorithm on IBM hardware lies in managing resource constraints—particularly qubit connectivity, gate count, and decoherence t"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,11,"binatorial problems. Efficient implementation on IBM systems requires minimizing communication latency between the classical and quantum subsystems—a challenge addressed by the Qiskit Runtime service. By keeping optimization loops close to the quantum backend, Runtime dramatically reduces iteration time, en"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,11,"QAOA benefits similarly, as its performance depends on rapid feedback between quantum measurements and classical optimization. A critical engineering challenge in these hybrid systems is classical–quantum interface optimization. In the VQE loop, classical optimization algorithms such as COBYLA, SPSA, or gra"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,12,"factors collectively degrade algorithmic accuracy, especially for deep circuits where gate accumulation amplifies error propagation. To counter these challenges, error mitigation techniques—distinct from full quantum error correction—have been developed to improve output fidelity without excessive hardware"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,15,"ation tools, and algorithmic frameworks. The IBM Quantum Community also drives educational initiatives, such as the Qiskit Global Summer School, open challenges, and hackathons that cultivate the next generation of quantum engineers. Through this collaborative culture, IBM fosters a self-sustaining ecosyste"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,15,"s, generate probability distributions, or encode quantum feature spaces. From a software engineering perspective, this hybrid model introduces unique challenges. Engineers must manage asynchronous execution, mitigate communication latency, and ensure that probabilistic quantum outputs are properly incorpora"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,16,", minimizing idle times and mitigating decoherence effects. Quantum Software Testing and Verification Testing and verifying quantum software presents challenges that diverge sharply from classical computing due to the probabilistic and non-deterministic nature of quantum operations. Qiskit provides an array"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,17,"matically testing algorithm robustness against hardware variability and software updates. Finally, reproducibility and version control present unique challenges in a probabilistic environment. Unlike classical deterministic software, repeated executions of quantum circuits yield statistical distributions ra"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,19,"classical cybersecurity measures with quantum-aware safeguards, forming a hybrid security model tailored to NISQ-era deployments. Challenges and Future Directions The road ahead for quantum software engineering involves overcoming scalability issues and quantum resource limitations. Curr"
Khan - 2025 - Quantum Software Engineering Developing Algorithms for IBM Quantum Systems.pdf,Khan,no,yes,weak,challenge-mention,20,"amined the field of Quantum Software Engineering (QSE) with a focus on algorithm development for IBM Quantum systems, highlighting both the technical challenges and methodological strategies required to translate quantum theory into deployable computational solutions. Key findings emphasize that successful"
Khan et al. - 2024 - Error Mitigation in the NISQ Era Applying Measurement Error Mitigation Techniques to Enhance Quantu.pdf,Khan et al.,partial,yes,strong,infeasible,10,"10 of 21 requiring techniques such as diagonalization or numerical integration. The classical meth- ods, although effective for small systems, become infeasible for larger quantum systems due to the exponential growth of the Hilbert space with the number of particles or qubits. Con- Mathematics2024,12,2235 se"
Khan et al. - 2024 - Error Mitigation in the NISQ Era Applying Measurement Error Mitigation Techniques to Enhance Quantu.pdf,Khan et al.,partial,yes,weak,limitation-mention,6,"ssourcesofnoiseandimperfections. Itincludeserrorsstemmingfrom compassing various sources of noise and imperfections. It includes errors stemming from limitations of the measurement devices, environmental noise, and decoherence effects limitations of the measurement devices, environmental noise, and decoherenc"
Khan et al. - 2024 - Error Mitigation in the NISQ Era Applying Measurement Error Mitigation Techniques to Enhance Quantu.pdf,Khan et al.,partial,yes,weak,limitation-mention,6,"ces of noise and imperfections. It includes errors stemming from limitations of the measurement devices, environmental noise, and decoherence effects limitations of the measurement devices, environmental noise, and decoherence effects during the measurement operation. While devices can estimate these errors t"
Khan et al. - 2024 - Error Mitigation in the NISQ Era Applying Measurement Error Mitigation Techniques to Enhance Quantu.pdf,Khan et al.,partial,yes,weak,limitation-mention,18,"smaybeduetovariousfactors. Thesecouldincludeinherentnoiseandimperfections inthephysicalquantumhardware,environmentaldisturbancesduringcomputation,and limitations in qubit connectivity and coherence times [26]. QTC based upon Hamilto- nian[27]arepotentialcandidateforerrormitigationanalysis. MostEffectiveErrorM"
Khan et al. - 2024 - Error Mitigation in the NISQ Era Applying Measurement Error Mitigation Techniques to Enhance Quantu.pdf,Khan et al.,partial,yes,weak,challenge-mention,2,"epresenceofnoisein quantumstatesoroperationsincreasesthelikelihoodoferrorsoccurringduringcompu- tational processes. Quantum noise poses a significant challenge in harnessing the full potentialofquantumcomputing,stemmingfromenvironmentalfactorsliketemperature orelectromagneticradiation, whichdisruptthedelica"
